,mat_id,composition
2206,mp-8591,U3Se6
2207,mp-1225846,Er3Mn3Ga2Ge1
2208,mp-1217644,Tb3Mn3Ga2Si1
2209,mp-1080785,Th3Al3Rh3
2210,mp-1079323,Hf3Si3Os3
2211,mp-1226510,Ce1Y2Al3Pd3
2212,mp-10209,Y3Al3Ni1Ge2
2213,mp-1225789,Er6Mn6Ga6
2214,mp-1206259,Tm3Mg3Au3
2215,mp-1078857,Dy3Al3Cu3
2216,mp-1079797,Sm3Cd3Cu3
2217,mp-1024071,Si3Pt6
2218,mp-776952,Na6O3
2219,mp-1079727,Lu3Sn3Pt3
2220,mp-1205749,Nd3Sn3Ir3
2221,mp-13090,Y3Mg3Al3
2222,mp-1078489,Ho3Al3Cu3
2223,mp-13382,Ce3Zn3Pd3
2224,mp-13095,Y3Al3Ni3
2225,mp-1074283,Mg8Si6
2226,mp-1073816,Mg6Si6
2227,mp-1075724,Mg10Si18
2228,mp-15442,Sm6Si18Pt30
2229,mp-1025552,Lu2Ga4Ni2
2230,mp-1178005,Li4Cu8S6
2231,mp-607514,Pr4In16Au8
2232,mp-1220289,Nd6S2O2F10
2233,mp-1074386,Mg8Si6
2234,mp-1252607,Mg8Si6
2235,mp-1206207,Dy2Cl2O4
2236,mp-14283,Sr8In4F28
2237,mp-1102657,Y8Pt4
2238,mp-753360,Bi4O4F4
2239,mp-22742,Eu2Sn4Ir2
2240,mp-1075015,Mg6Si8
2241,mp-1102104,Ho8Pt4
2242,mp-1078863,Gd3Co2Ge4
2243,mp-1208666,Sr4I4Cl4
2244,mp-9381,Zr6Fe1Te2
2245,mp-30235,Lu6Ge6Ir4
2246,mp-20224,Gd3In3Pd3
2247,mp-29135,Zr6Co1As2
2248,mp-1205914,Er3Bi3Rh3
2249,mp-1226178,Cr12B1P3
2250,mp-20103,Tm3In3Pt3
2251,mp-1206893,Sc6Te2Ir1
2252,mp-37267,Na3Y3F12
2253,mp-11224,Sr32Al28
2254,mp-1208170,Ti4V4P4
2255,mp-1222834,Lu3Mn2Ga4
2256,mp-1208170,Ti4V4P4
2257,mp-1188472,Tb6Ge6Ir4
2258,mp-622009,Ta4Ni8Te4Se4
2259,mp-1087485,Y3In3Pd3
2260,mp-1206315,Sm3Cd3Au3
2261,mp-1210680,Mg4Pb8
2262,mp-766789,Mn6F18
2263,mp-13154,Fe6C2
2264,mp-1223481,K2Cr2Ni2F12
2265,mp-1228876,Cs2V2Co2F12
2266,mp-15639,Hg1Rh1F6
2267,mp-7922,Ca1Pd1F6
2268,mp-1225923,Cs2Sb2Te2O12
2269,mp-1208148,Th2Ge2I12
2270,mp-1205986,Co6N2
2271,mp-1225937,Cs2Fe2Ni2F12
2272,mp-752753,Sb2O4F2
2273,mp-972117,Sr4Te4O12
2274,mp-1246401,Rb4Ni4N4
2275,mp-867230,Tb4B16Ru4
2276,mp-1245804,K4Mn4N4
2277,mp-21230,Gd4Co4B16
2278,mp-550763,Co4Sb8Br8O12
2279,mp-1191710,Lu4Fe4B16
2280,mp-618813,Gd4Br6
2281,mp-685613,Ba8P4Pd8
2282,mp-510471,Gd4Cu4S8
2283,mp-28763,Ca16As16Pd16
2284,mp-776646,Na12Co4O12
2285,mp-1078829,Gd4Cl6
2286,mp-10495,Nd4Cu4S8
2287,mp-554461,K2Os4O12
2288,mp-504543,Sn4Pb4O12
2289,mvc-9477,Sb8O16
2290,mp-676536,K18Bi18O54
2291,mp-1182886,Al8O24
2292,mvc-9477,Sb8O16
2293,mp-1224698,Fe2N1
2294,mp-1216472,V4N3
2295,mp-1220035,Ni1Te1Se1
2296,mp-1225189,Fe1Mo1O1
2297,mp-1206607,La2As1I2
2298,mp-1225994,Co1Te1Se1
2299,mp-1222293,Lu1Bi1Te3
2300,mp-25470,Al1Cl3
2301,mp-753575,Ba1Ca1I4
2302,mp-22965,Bi1Te1I1
2303,mp-672671,Pb3I6
2304,mp-1219061,Sn2Ge5Sb2Te10
2305,mp-1224391,Hf4N3
2306,mp-1115,Pt1Se2
2307,mp-1018072,K1Ti1S2
2308,mp-28522,Gd4C2Br2
2309,mp-28479,Sc2C1Cl2
2310,mvc-530,Ca4Nb4Ni2O16
2311,mp-2441,Cd24P16
2312,mvc-7505,Zn8Cu8Bi8O40
2313,mp-1222028,Mg1Cl1O1
2314,mp-1203368,Zn48As32
2315,mp-1203959,Sc32Fe8Cl40
2316,mp-1203016,Ba18Al18As30
2317,mp-1238027,Sr4Ni8B8
2318,mp-1280871,Ca4La8Co4O24
2319,mp-12627,Nb6S8
2320,mp-3666,Li2Ta2O6
2321,mp-1190990,Cu8Cl4O12
2322,mp-27488,Ta6N10
2323,mp-27537,Na8Te4O16
2324,mp-1194374,Nb8V2S16
2325,mp-769394,Ba8Ta4O18
2326,mp-674508,Rb2Pb2F6
2327,mp-850194,Ti2Ni2O6
2328,mp-866714,La12Ni4Br12
2329,mp-754315,Li3V4Sn1O12
2330,mp-757915,Li2Ag2F6
2331,mp-1210629,Mg4Ta4Mn4O18
2332,mp-1211077,Li12I6O36
2333,mp-1193368,Nb8Co2Se16
2334,mp-755217,Cs8Ba4O8
2335,mp-771275,Li4V1Te3O12
2336,mp-1180675,Li6B2H12
2337,mvc-14409,Al4Cr4O12
2338,mp-20304,Rh2N4
2339,mp-5052,Ti4Cd4O12
2340,mp-1077232,W2N4
2341,mp-989576,Y2W2N6
2342,mp-1221355,Na2Ge1Te1O6
2343,mp-21852,Nb6Pb2S12
2344,mp-18101,K8Cd12S16
2345,mp-16511,Mn6Al20
2346,mp-978260,Mg4Bi2
2347,mp-1182452,Cr13Ga13
2348,mp-542388,Lu14Te2
2349,mp-30792,Na16Pb16
2350,mp-567550,In18Au42
2351,mp-1039467,Ca4Mg2
2352,mvc-4408,Ge12Mo8O48
2353,mp-1205018,Ba2In4P8O28
2354,mp-1207948,V8As8N8O32F8
2355,mp-26786,Ni4P8O28
2356,mvc-8680,Ta4P4O20
2357,mp-25260,Fe1As2O7
2358,mp-26594,Bi4P8O28
2359,mp-26494,Cr4P8O28
2360,mp-764630,Cr12Cu8O48
2361,mp-26616,Mo4P8O28
2362,mp-26662,Co4P8O28
2363,mvc-9140,P4W4O20
2364,mp-25246,Fe2P4O14
2365,mp-554359,Cs8Si12Sn4O36
2366,mp-770697,Cr8P8O32F8
2367,mp-25294,V2P4O14
2368,mp-776896,Nb8O20
2369,mp-1189787,Zr2P4C2O12
2370,mp-3038,Al2Hg1Se4
2371,mp-758616,Li4Cu4P4O16
2372,mp-9535,Al6Cd4Te1O12
2373,mp-694615,Li16Fe16P16O64
2374,mp-1246846,Li16Sb16N32
2375,mp-21535,Mn8Be6Ge6Se2O24
2376,mp-849257,Li4Fe4Si4O16
2377,mp-1224103,In2Cu1Te3Br1
2378,mp-1204512,Cs8Mn8In8Te24
2379,mp-762880,Li4Co4Si4O16
2380,mp-1228987,Al2Zn3S6
2381,mp-863390,Li12Co12P12O48
2382,mp-753382,Li2Mn2P2O8
2383,mp-780681,Li3Fe9Si6O24
2384,mp-1245799,Al4Bi4N8
2385,mp-26757,Li4Co4P4O16
2386,mp-1223535,K1Cd4Ga5S12
2387,mp-6327,Li3Al3Si3O12
2388,mp-758373,Li8Co8P8O32
2389,mp-767320,Li3Co2Si2O8
2390,mp-766089,Li8V8Si8O32
2391,mp-1195350,Cs8Cd8In8Te24
2392,mvc-11254,Ca2Fe4S8
2393,mp-1070099,Ca1Ga2As2
2394,mp-21859,Cu2As4
2395,mp-1018804,Mn2S4
2396,mp-1078849,Ca2Ga4P4
2397,mp-1944,Co4P12
2398,mp-1021498,P12Pd4
2399,mp-1220004,P4Ir4S4
2400,mp-1219512,Ru2Rh2S8
2401,mp-1226040,Co2Ru2S8
2402,mp-1219512,Ru2Rh2S8
2403,mp-1068,Cu4S8
2404,mp-1228823,As4Ir4S4
2405,mp-1224978,Fe1Co3S8
2406,mp-1198956,Nd8Th4S20
2407,mp-1209790,Pu12S8
2408,mp-1211509,K4Sm8I20
2409,mp-9323,Tb8S12
2410,mp-1200853,Er8Hf4S20
2411,mp-1245807,Ba4Na4N4
2412,mp-1197488,Er8Zr4S20
2413,mp-21182,Sc12P8
2414,mp-1196148,Sm8Zr4S20
2415,mp-1206313,Tm2O4
2416,mp-1200071,Gd8Zr4Se20
2417,mp-22849,Bi2I6
2418,mp-22849,Bi2I6
2419,mp-1106279,Bi4I12
2420,mp-569890,Cr6Cl18
2421,mp-28214,Ti2Br6
2422,mp-23317,As4Br12
2423,mp-27257,P4Br12
2424,mp-1771,N4O8
2425,mp-1202596,Mn4S4O24
2426,mp-1181198,H12C4I4
2427,mp-19841,Er4Ge4Ru4
2428,mp-19841,Er4Ge4Ru4
2429,mp-567240,Ba1Mn2Sb2
2430,mp-638841,Eu1As2Rh2
2431,mp-1102525,Sc4Si4Ru4
2432,mp-1102525,Sc4Si4Ru4
2433,mp-1188512,Ga14Pt6
2434,mp-1227251,Ca1Mn1Fe1Ge2
2435,mp-20888,Tm4Ge4Ru4
2436,mp-583463,Fe6Cl18
2437,mp-27734,Cr2Br6
2438,mp-1025442,Ir2I6
2439,mp-1025442,Ir2I6
2440,mp-1206891,Rh2I6
2441,mp-568208,Ir4Cl12
2442,mp-29443,P2I4
2443,mp-1216139,Y4C4I3Br1
2444,mp-1191266,Bi4I4O16
2445,mp-1206182,La2C2I2
2446,mp-567572,Gd2C2Br2
2447,mp-555234,Rb2Sb2Br2F6
2448,mp-1194106,Rb2I6O18
2449,mp-1194106,Rb2I6O18
2450,mp-10847,Ni4Sb4Se4
2451,mp-10846,Ni4As4Se4
2452,mp-10849,As4Pd4Se4
2453,mp-738,Sb8Au4
2454,mp-10850,Sb4Te4Pd4
2455,mp-754912,Li1Cu1O2
2456,mp-505510,Ni8As16
2457,mp-1208866,Si2P4Ir1
2458,mp-1225744,Cu4Te4Se4
2459,mp-1218926,Sn4Pt4Se4
2460,mp-1179344,U4N8O28
2461,mp-239,Ba2S6
2462,mp-239,Ba2S6
2463,mp-1079574,Te4Pb4
2464,mp-7526,Sn1P1
2465,mp-1205370,Sn4Se4
2466,mp-1183665,Cd3Se1
2467,mp-978499,Si1As3
2468,mp-978499,Si1As3
2469,mp-556859,Hg8O8
2470,mp-358,Hg3Te3
2471,mp-634,Hg3S3
2472,mp-32780,Au4Cl4
2473,mp-1104088,Tb6Pd8
2474,mp-1207678,U6Bi8Rh6
2475,mp-1226237,Cs4Ba2Br8
2476,mp-1189199,Lu6Sb8Au6
2477,mp-1105695,Er6Sb8Au6
2478,mp-3010,Rb4Tb2F12
2479,mp-7819,Pd8S2
2480,mp-1188604,U6Sb8Pt6
2481,mp-531574,Dy22S32
2482,mp-1104800,Sm6Pt8
2483,mp-21297,Li2Sn8Ru2
2484,mp-1363,Na4Au2
2485,mp-1226217,Cr2Co2B2
2486,mp-1221607,Mn2Re6B4
2487,mp-1221607,Mn2Re6B4
2488,mp-1224960,Fe2Ni2B2
2489,mp-1247283,Ba6Co4N8
2490,mp-1221861,Mn8Fe2C4
2491,mp-561224,Te4O8
2492,mp-1104396,La10Ir4
2493,mp-7317,Sm10Co4
2494,mp-1104652,Nd10Co4
2495,mp-1207474,Zr16N12O4F20
2496,mp-20063,Li3Ce5Ge4
2497,mp-1246157,Sr6Cr4N8
2498,mp-10824,Zn1Cu2Ge1Se4
2499,mp-971837,Zn2Cd2Te4
2500,mp-1009085,Be2Si2P4
2501,mp-6408,Zn1Cu2Ge1S4
2502,mp-1096549,Si16Ge16
2503,mp-28945,Si2Ni1P3
2504,mp-1247377,Mg2Ir2N4
2505,mp-1215486,Zn1Cd1Se2
2506,mp-1018275,Ga2P2
2507,mp-1245566,Mn2Al2N4
2508,mp-1215587,Yb1Lu1B24
2509,mp-1104905,Tm1B12
2510,mp-1215587,Yb1Lu1B24
2511,mp-1084,Zr1B12
2512,mp-1104127,Ni1B12
2513,mp-1217758,Sr1Sm1B12
2514,mp-865,Ca1B6
2515,mp-1219071,Sm1Eu1B12
2516,mp-1220180,Nd1Eu1B12
2517,mp-1756,Th1B6
2518,mp-1228060,Ba3Sm1B24
2519,mp-20874,Eu1B6
2520,mp-1215481,Yb1Sm1B12
2521,mp-7068,Sr3Al2Si2
2522,mp-1226092,Cr2Ni3B6
2523,mp-569270,V3B4
2524,mp-1206441,V5B6
2525,mp-28629,Ta5B6
2526,mp-1206441,V5B6
2527,mp-1102440,Eu4Si4Pd4
2528,mp-1077,B4Ru2
2529,mp-496,Sr4Si8
2530,mp-571279,Zr4I8
2531,mp-567456,Ca1Ge2
2532,mp-570506,Zr4I8
2533,mp-1221769,Mn8B2
2534,mp-1218331,Sr3Ca1Si8
2535,mp-554074,Nb4S8
2536,mp-1027671,Mo2W2Se4S4
2537,mp-1028422,Te4Mo3W1Se4
2538,mp-1027115,Mo1W3Se2S6
2539,mp-2207,Nb2Se4
2540,mp-1030333,Te6Mo3W1S2
2541,mp-1027911,Te4Mo3W1S4
2542,mp-1028683,Te2W4Se4S2
2543,mp-1080325,Ce4Se8
2544,mp-1027278,Te6Mo2W2S2
2545,mp-1030504,Mo1W3Se8
2546,mp-1023955,Mo1W1Se2S2
2547,mp-1218033,Ta3Mo1S8
2548,mp-1077021,Ti2S4
2549,mp-1027293,Mo2W2Se2S6
2550,mp-1029115,Te4Mo2W2S4
2551,mp-1029281,Te6Mo2W2Se2
2552,mp-1027818,Te2Mo4Se6
2553,mp-1028768,Te4Mo1W3Se4
2554,mp-1025946,Mo2W1Se4S2
2555,mp-1023948,Te2Mo2Se2
2556,mp-1027802,Mo3W1Se6S2
2557,mp-1221396,Na1Nb2Se4
2558,mp-1028931,Te4Mo2W2Se4
2559,mp-1030508,Te4Mo2W2Se4
2560,mp-1025898,Te2Mo1W2S4
2561,mp-1188425,Np4B16
2562,mp-1213975,Ca4B16
2563,mp-8546,Sm4B16
2564,mp-1226540,Ce2U2B16
2565,mp-1105563,Gd4B16
2566,mp-1079836,Ga1Si3C3N1
2567,mp-1222669,Li2I1Br1
2568,mp-1018018,Pd2N2
2569,mp-1226745,Cd1Ge1P2
2570,mp-1246133,Mg4Cr4N8
2571,mp-1095291,Li4Sn2Se6
2572,mp-1221772,Mn2Cd8S10
2573,mp-5854,Li4Ga4O8
2574,mp-1245681,Ga4Co4N8
2575,mp-1106183,Li4Al4S8
2576,mp-17685,Li12Ga4Ge4O20
2577,mp-1245510,Mg6Mo2N8
2578,mp-7895,Rb2O2
2579,mp-1232155,Eu4S8
2580,mp-7024,Tb8C12
2581,mp-1188514,Th8C12
2582,mp-27477,Tc6O6F24
2583,mp-1205247,Mo24S24F96
2584,mp-1213928,Cs8B48H16F36
2585,mp-16296,Sc8C12
2586,mp-1179089,Sr4O8
2587,mp-760144,W8O8F32
2588,mp-15319,Lu8C12
2589,mp-978278,Na4B24H24
2590,mp-1193707,Ti2Co21B6
2591,mp-1193982,Cr22Mo1C6
2592,mp-1209430,Pr3P6Pd20
2593,mp-1208981,Sm3Si6Pd20
2594,mp-1193985,Ta2Co21B6
2595,mp-1224758,Fe23B3C3
2596,mp-1220806,Nb5Ni41B12
2597,mp-1227102,Cr46B3C9
2598,mp-542758,Fe23B6
2599,mp-1207902,V2Ni21B6
2600,mp-1193668,Cr20W3C6
2601,mp-570938,B10W4
2602,mp-8079,B5W2
2603,mp-1216091,Y2Ga3Ni1
2604,mp-1080328,Ce2Se4
2605,mp-1080302,Ce4Se8
2606,mp-1226306,Cr4Bi4Te4O24
2607,mp-556324,Ni2F4
2608,mp-23214,Ca2Cl4
2609,mp-998915,K4O2
2610,mp-18641,Na3Mn3Cr3F18
2611,mp-571232,Yb4Br8
2612,mp-864918,Np2N4
2613,mp-504460,Li3Mn3Ga3F18
2614,mp-779095,Mn6O2F10
2615,mp-1226075,Co4Te4O16
2616,mp-1176639,Li8Mn8F32
2617,mp-777813,Mn8O14F2
2618,mp-18641,Na3Mn3Cr3F18
2619,mp-752394,Al4Te4O16
2620,mp-1221555,Mn2V2P4
2621,mp-20257,As2Pd6Pb4
2622,mp-1224771,Fe3Ni1P4
2623,mp-1183756,Co6I2
2624,mp-12636,P4Ru4
2625,mp-1078945,Fe4Se4
2626,mp-21048,Cr4P4
2627,mp-753671,P2N2O2
2628,mp-775001,V3Fe1O8
2629,mp-11653,B3P3O12
2630,mp-504149,Fe12P12O48
2631,mp-694541,Fe4P4O16
2632,mp-1228998,Al2Ga1P3O12
2633,mp-223,Ge3O6
2634,mp-766442,Fe8P8O32
2635,mp-559295,Fe8P8O32
2636,mp-11654,B3As3O12
2637,mp-1248911,Si16Sb8O48
2638,mp-758147,Li4Cu4P12O36
2639,mp-558931,Si48O96
2640,mp-17979,Ba4Al8Si8O32
2641,mp-1015567,Cr4N8
2642,mp-1233677,Ca1Al2Si6O16
2643,mp-1214291,Be12O24
2644,mvc-1361,Ba2Mo8O14
2645,mp-1221447,Na2Al1Ge7O16
2646,mp-690541,Tl8S4O12
2647,mp-779389,Cs2Cl2O6
2648,mp-1195147,La6I26O78
2649,mp-1199086,K4I8O24
2650,mp-1208857,Sm6B4O12F6
2651,mp-29114,Re24Te32Cl40
2652,mp-1214539,Ba4O20
2653,mp-1194932,Sm12Se6O6F12
2654,mp-675009,Y8Cu2Te16
2655,mp-1077589,Ta2P2S2
2656,mp-622268,Ba4Zn2Ag4Se4O4
2657,mp-1101942,La4Sb8
2658,mp-1179916,Pb12Cl16O8F4
2659,mp-1074292,Mg8Si6
2660,mp-1015908,Cr3N6
2661,mp-553278,Nd4Se3O4
2662,mp-600014,Si24O48
2663,mp-541338,Al12P12O48
2664,mp-12787,Si6O12
2665,mp-1080848,K16V16N32
2666,mp-3955,Al3P3O12
2667,mp-4051,Al2P2O8
2668,mp-1080277,Ce6Se12
2669,mp-1212197,Na8Si48O96
2670,mp-1201245,Pr3Cd33
2671,mp-1600,Ba3Hg33
2672,mp-11953,Rb3Hg33
2673,mp-1201611,Np3Cd33
2674,mp-680148,Cd20I40
2675,mp-570054,Cd8I16
2676,mp-557523,V2S4
2677,mp-2156,Ti1S2
2678,mp-571538,Cd10I20
2679,mp-680047,Cd14I28
2680,mp-569611,Cd17I34
2681,mp-1217196,Ti5Mn1S10
2682,mp-680111,Cd4I8
2683,mp-570882,Cd6I12
2684,mp-567296,Cd3I6
2685,mp-570781,Cd6I12
2686,mp-8725,Hf4Sn4S12
2687,mp-571037,Cd7I14
2688,mp-570410,Cd9I18
2689,mvc-11234,Fe1S2
2690,mp-1179443,Si2Se4
2691,mp-1080248,Ce2Se4
2692,mp-573721,Cs4Si2As4
2693,mp-1726,K4O12
2694,mp-28038,Nb4Te4Br12
2695,mp-28038,Nb4Te4Br12
2696,mp-985590,Si8O16
2697,mp-733790,Si24O48
2698,mp-733790,Si24O48
2699,mp-555556,Si16O32
2700,mp-1096931,Cr24N48
2701,mp-560941,Si32O64
2702,mp-1014995,Cr12N24
2703,mp-1229207,Al4Si8O24
2704,mp-6945,Si4O8
2705,mp-1101173,W2N4
2706,mp-754629,W3N6
2707,mp-1192795,Hf6Co23
2708,mp-542995,Nb6Fe16Si7
2709,mp-2272,Sr6Li23
2710,mp-1194271,Zr6Ni23
2711,mp-1194115,Ti6Ga16Ru7
2712,mp-866136,Zr6Al16Ru7
2713,mp-1193884,Zr6Ga16Ru7
2714,mp-21612,Mg6Cu16Si7
2715,mp-1193679,Zr6Al16Ni7
2716,mp-2162,Er6Fe23
2717,mp-1192847,Ho6Zn23
2718,mp-672651,Zr6Ni16Ge7
2719,mp-1193118,Ti6Al16Ru7
2720,mp-1077196,Co2O4
2721,mp-1247556,K1Ba1N1
2722,mvc-4323,Sn4O8
2723,mp-715482,Mo4O8
2724,mp-1296922,Co4O8
2725,mp-1216189,W1N1O1
2726,mp-25275,Mn4O8
2727,mp-1101357,Sr2Ca4I12
2728,mp-1274918,Ti4Fe4O16
2729,mp-1224855,Fe1O2
2730,mp-768709,Mn3Bi1O8
2731,mp-1246166,Zr1Fe2N2
2732,mp-1246150,Ba1Sr2N2
2733,mvc-10873,Cr4O8
2734,mp-753773,Mn5Sb1O12
2735,mp-755954,Ba2Sr4I12
2736,mp-1221417,Na1Co2O4
2737,mp-778751,Mn12O10F14
2738,mp-777918,Cr3Sb5O16
2739,mp-753003,Fe8O10F6
2740,mp-759601,Mn4O4F4
2741,mp-761005,Mn12O7F17
2742,mp-765508,V3O4F2
2743,mp-754511,Co6O4F8
2744,mp-754934,Co6O5F7
2745,mp-849519,Mn12O10F14
2746,mp-1178274,Fe8O2F14
2747,mp-753017,Fe6O6F6
2748,mp-759080,Fe12O12F12
2749,mp-850935,Co8O8F8
2750,mp-765191,Li4Ag4F16
2751,mp-32584,N25Ti19
2752,mp-1080851,Ce12Se24
2753,mp-1178295,Fe8O10F6
2754,mp-1176503,Mn3Fe2Co3O16
2755,mp-1297038,V4O8
2756,mp-780133,Mn12O14F10
2757,mvc-15363,Sn4O8
2758,mp-763835,V3Cr3Te2O16
2759,mp-752598,Mn4As8O16
2760,mp-759058,Fe12O12F12
2761,mp-850207,Mn8O14F2
2762,mp-775288,Cr3Fe2Sb3O16
2763,mp-776544,Li4Fe8O4F20
2764,mp-1176459,Mn6O2F10
2765,mp-1178455,Co10O5F15
2766,mp-780690,Co6O8F4
2767,mp-777875,Li4Fe4F16
2768,mp-850877,Mn8O13F3
2769,mp-1184708,Ge2Br4
2770,mp-753312,Co6O10F2
2771,mp-752513,Co6O2F10
2772,mp-782663,Co6O2F10
2773,mp-9126,Sr1Sb2O6
2774,mp-754001,V2O2F2
2775,mp-1216751,Ti2Nb2Ga2O12
2776,mp-1218072,Ta8Fe2Co2O24
2777,mp-779315,V8O8F8
2778,mp-1039029,Mg2Cd4
2779,mp-779451,Fe4O2F6
2780,mp-1187178,Sr2I4
2781,mp-765413,Li4Ag2F12
2782,mp-760936,Co6O7F5
2783,mp-758585,Fe4O7F1
2784,mp-1178401,Fe10O1F19
2785,mp-755637,Ni6O2F10
2786,mp-777544,Co6O3F9
2787,mp-1228749,As1Rh1O4
2788,mp-2237,Te2O4
2789,mp-781606,Fe8O10F6
2790,mp-1100902,V4Sb4O16
2791,mp-780692,Mn8O4F12
2792,mp-1217927,Ta4Ti4Fe4O24
2793,mp-759467,Fe12O12F12
2794,mp-675172,Ta1Al1O4
2795,mp-571636,In2Cl2
2796,mp-1182077,Bi8Se4
2797,mp-15651,Ni3Se3
2798,mp-1181112,Na16Xe4O56
2799,mp-662535,Pb4Se8O20
2800,mp-35889,K4C2O3
2801,mp-28536,Ba4Se8O20
2802,mp-571134,Se8N4Cl12
2803,mp-1069193,Pd1N2Cl2
2804,mp-1182293,Br4O16
2805,mp-1178875,U1O11
2806,mp-1106253,Cd4Cl8O4
2807,mvc-13322,Sr4Y4Mn4O14
2808,mp-1247518,Ca6Nb4N8
2809,mp-768269,Li6Sb2S8
2810,mp-556712,Ga8Bi4S16
2811,mp-571085,Ga8Bi4Se16
2812,mp-1190124,Bi8O12
2813,mp-1190124,Bi8O12
2814,mp-1101135,Ti4In6Br18
2815,mp-561922,La4Co4O12
2816,mp-6122,Ba2Nd1Sb1O6
2817,mp-569563,Ba6Zr12Be2Cl36
2818,mp-1284950,La4Ni4O12
2819,mp-989601,La1W1N3
2820,mp-28998,Sn5B2Ir6
2821,mp-674339,Tl12Pb2I20
2822,mp-1218846,Sr2Co1Ru1O6
2823,mp-1206440,Cs2Li1Cr1F6
2824,mp-674339,Tl12Pb2I20
2825,mp-23247,Zr2Br6
2826,mp-1025168,Ru1F6
2827,mp-573909,Hg4C8N8
2828,mp-997040,Au2Br2O4
2829,mp-1078520,Al2H2O4
2830,mvc-14582,W2F8
2831,mp-1207316,Nd2Cu1Sb3
2832,mp-19132,Hg2W2O8
2833,mp-1179954,Pb4W4O16
2834,mp-18856,Mo8O24
2835,mp-989620,La4Ta4N12
2836,mp-1104401,Pt2N4Cl8
2837,mp-1102938,Mn2Tl2F8
2838,mp-1178609,Zr4N4F20
2839,mp-759856,W2O4F4
2840,mp-23292,Hg2Br4
2841,mp-28481,Ti2Cl8O32
2842,mp-657233,Eu4Tl4P4S16
2843,mp-560821,Ca24Si12O48
2844,mp-17959,Nd8Si4Te4O16
2845,mp-769207,Y4Se6O24
2846,mp-543110,Nd4Tl2Mo8O32
2847,mp-558826,K2Ho2Be2F12
2848,mp-20217,Eu4P4S12
2849,mp-570803,Ba4Ge2Te4Se4
2850,mp-1220031,Pr4Mo6O24
2851,mp-1190914,K4S4N4O12
2852,mp-561230,K8Bi4P4W4O32
2853,mp-1213316,Cs2Nd2Mo4O16
2854,mp-5706,Sn4P4Se12
2855,mp-1209392,Rb4Pr4W8O32
2856,mp-1192133,Li4B4H16
2857,mp-628735,K4Eu4P4S16
2858,mp-1203051,K20Li8Eu4F40
2859,mp-542664,Ce8Si4Se4O16
2860,mp-1227609,Bi3P3O14
2861,mp-604315,Zn2B4H16
2862,mp-1203647,Ce4S4O24
2863,mp-1191071,Nb1H12N3O8
2864,mp-8483,K4S2O6
2865,mp-560522,Mn6S6O18
2866,mp-8248,Rb4Te2O6
2867,mp-754140,Ca4Se4O12
2868,mp-651332,Se16Br64
2869,mp-626379,Fe4H4O8
2870,mp-614803,Cs4Te2O6
2871,mp-28179,Na4Ta4Cl24
2872,mp-1208299,Tb4S4Br4
2873,mvc-7514,Bi16O40
2874,mp-9682,Na12Al4Se12
2875,mp-568441,Mg8H16
2876,mp-28897,B4Ir4Pd4
2877,mp-756702,Pr2Br2O2
2878,mp-863384,Li8V4F20
2879,mp-28897,B4Ir4Pd4
2880,mp-1080301,Ce8Se16
2881,mp-1246328,Ta4S4N4
2882,mp-760107,V28O24F36
2883,mp-7073,Ba2Ti2S6
2884,mp-27409,Rb2Ni2Br6
2885,mp-17768,Nb12Cr12C4
2886,mp-1192636,Co12W12C4
2887,mp-22950,Cs2Ni2Cl6
2888,mp-1190846,Re8Mo12C4
2889,mp-1193127,Zr16Ru8N4
2890,mp-4091,Ni8Mo12N4
2891,mp-505361,Ti16Fe8O4
2892,mp-644742,Ni8Mo16N4
2893,mp-1194108,Zr16Rh8N4
2894,mp-1218085,Ta12Cr6Ni6C4
2895,mp-13288,Ba6Li2N2
2896,mp-1194108,Zr16Rh8N4
2897,mp-773020,Lu4P20O56
2898,mp-1227034,Ca16Zn4Co4Si16O56
2899,mp-1203437,Gd8H8Se16O64
2900,mp-554052,Sm4Sb4Mo8O36
2901,mp-561086,Ca12Si12O36
2902,mp-1227113,Ca2Pr2Al6O14
2903,mp-977037,K2Ce2P8O24
2904,mp-989622,Ba4W4N12
2905,mp-6941,Y4Si6N8O6
2906,mp-1227109,Ca2Sm2Al6O14
2907,mp-510015,Ba4Co2Si4O14
2908,mp-14420,Er4Be4Ge2O14
2909,mp-22874,P4Br20
2910,mp-1198795,K8Si8O24
2911,mp-752851,Ca4Si2B4O14
2912,mp-7220,Na2Y6Si2S14
2913,mp-1223991,Ho2V1P1O8
2914,mp-1203522,Cs16Hg8Cl32
2915,mp-780033,Tb2Nb2O8
2916,mp-1219229,Sm6Si2S12Cl2
2917,mp-2940,Lu2P2O8
2918,mp-19276,Ba2Mo2O8
2919,mp-31266,Y8P8S32
2920,mp-7094,Re2Ag2O8
2921,mp-9756,Th2Ge2O8
2922,mp-561467,Y2Ag6P4S16
2923,mp-1102717,Ba2W2O8
2924,mp-1095395,Eu2V2O8
2925,mp-19330,Ca2Mo2O8
2926,mp-1223723,K8La1P4S16
2927,mp-1213184,Cs2Sm2Mo4O16
2928,mp-11736,Zr2Si2O8
2929,mp-770608,Li12Mn12O32
2930,mp-753591,Mg3Fe3O8
2931,mp-1104166,Sc4Cd2Se8
2932,mp-530177,Li10Mn14O32
2933,mp-754491,Fe4Hg2O8
2934,mp-735790,Li14Mn22Cr3Cu3O56
